iter	Accuracy	Logloss
5726	0.968986152	0.1078400856
5727	0.9689969245	0.1078291713
5728	0.9690292418	0.1078165007
5729	0.9690454004	0.1078055248
5730	0.9690454004	0.1077952003
5731	0.969034628	0.1077838122
5732	0.9690238556	0.107770314
5733	0.9690184693	0.1077563845
5734	0.9690238556	0.1077450608
5735	0.9690184693	0.1077311304
5736	0.9690454004	0.1077201865
5737	0.9690454004	0.1077096744
5738	0.9690400142	0.1076968026
5739	0.9690669453	0.1076830658
5740	0.9690723315	0.1076706005
5741	0.9690615591	0.1076594247
5742	0.9690669453	0.1076468501
5743	0.9690507867	0.1076352075
5744	0.9690400142	0.1076222602
5745	0.9690507867	0.107608311
5746	0.969083104	0.107596184
5747	0.9691046488	0.1075832025
5748	0.9690992626	0.1075672945
5749	0.969083104	0.1075540294
5750	0.969083104	0.107543642
5751	0.9691100351	0.1075302852
5752	0.9691154213	0.107517093
5753	0.9691208075	0.1075052858
5754	0.9691154213	0.1074925519
5755	0.9691477386	0.1074796779
5756	0.9691638973	0.1074674593
5757	0.9691638973	0.1074572834
5758	0.969158511	0.1074449535
5759	0.9691854421	0.1074333538
5760	0.9691208075	0.107418168
5761	0.9691423524	0.1074056518
5762	0.9691638973	0.1073946337
5763	0.9692016008	0.1073823842
5764	0.9692231457	0.107367979
5765	0.9692608492	0.1073552612
5766	0.9692608492	0.1073415114
5767	0.9692877803	0.1073255017
5768	0.9692823941	0.1073117914
5769	0.96933087	0.1073011292
5770	0.9693362563	0.1072892705
5771	0.9693470287	0.1072796299
5772	0.9693093252	0.1072684735
5773	0.9693039389	0.1072548842
5774	0.9693254838	0.107242514
5775	0.9692985527	0.1072306631
5776	0.9693093252	0.1072167276
5777	0.9693200976	0.1072056496
5778	0.9693039389	0.1071937272
5779	0.9693147114	0.1071816739
5780	0.9693147114	0.1071718282
5781	0.96933087	0.1071593887
5782	0.9693470287	0.1071466142
5783	0.9693362563	0.1071335312
5784	0.9693847322	0.1071190298
5785	0.9694008909	0.1071070075
5786	0.9694224358	0.1070938516
5787	0.9694062771	0.1070817135
5788	0.9694008909	0.1070669712
5789	0.9693901184	0.1070536927
5790	0.9694062771	0.1070402421
5791	0.9694332082	0.1070269085
5792	0.9694224358	0.1070148446
5793	0.9694439806	0.1070019505
5794	0.9694709117	0.1069905277
5795	0.9694762979	0.106980724
5796	0.9694762979	0.1069687353
5797	0.9694655255	0.1069555258
5798	0.9694547531	0.1069436996
5799	0.9694762979	0.1069329732
5800	0.9694439806	0.1069198873
5801	0.9694493668	0.1069085336
5802	0.9694709117	0.1068937527
5803	0.9694709117	0.1068805038
5804	0.9694924566	0.1068677831
5805	0.969503229	0.1068564976
5806	0.9694924566	0.1068464432
5807	0.9695193877	0.1068336002
5808	0.9695247739	0.1068208134
5809	0.9695301601	0.1068120034
5810	0.9695301601	0.1068010499
5811	0.9695463188	0.1067882467
5812	0.9695193877	0.1067751795
5813	0.9695409326	0.1067645269
5814	0.9695409326	0.1067534538
5815	0.9695570912	0.1067428599
5816	0.9695355464	0.1067293743
5817	0.9695301601	0.1067164727
5818	0.9695624774	0.1067056349
5819	0.9695570912	0.106695085
5820	0.9695732499	0.1066809157
5821	0.9695786361	0.1066664606
5822	0.9696109534	0.1066545828
5823	0.9695894085	0.1066400685
5824	0.9696055672	0.1066282305
5825	0.9695732499	0.1066143985
5826	0.9695678637	0.1066005506
5827	0.9695947948	0.1065871187
5828	0.9695678637	0.1065771501
5829	0.9695786361	0.1065678425
5830	0.969600181	0.1065572565
5831	0.969600181	0.1065504481
5832	0.9695894085	0.1065368431
5833	0.969600181	0.1065234727
5834	0.9696594294	0.1065115662
5835	0.9696594294	0.106498983
5836	0.9696432707	0.1064863247
5837	0.9696432707	0.1064776165
5838	0.9696486569	0.1064675453
5839	0.9696324983	0.1064550445
5840	0.9696809743	0.1064381622
5841	0.9696809743	0.1064279534
5842	0.9696702018	0.1064159472
5843	0.9696809743	0.1064046056
5844	0.9696863605	0.1063944687
5845	0.9696702018	0.1063798541
5846	0.9696971329	0.1063666198
5847	0.9697079054	0.1063515659
5848	0.9697348364	0.1063401258
5849	0.9697509951	0.1063289568
5850	0.9697402227	0.1063194626
5851	0.9697294502	0.1063087337
5852	0.96977254	0.1062965679
5853	0.9697563813	0.1062836691
5854	0.96977254	0.1062695757
5855	0.9697833124	0.1062591791
5856	0.96977254	0.1062509423
5857	0.9697779262	0.1062401369
5858	0.9697886986	0.106227769
5859	0.9697886986	0.1062161605
5860	0.9697833124	0.1062037992
5861	0.9697779262	0.1061909353
5862	0.9698210159	0.1061765468
5863	0.9698210159	0.1061635129
5864	0.9698425608	0.1061519024
5865	0.9698156297	0.1061399309
5866	0.9698371746	0.1061288378
5867	0.9698317884	0.1061155651
5868	0.9698533333	0.1061019724
5869	0.9698748781	0.1060924531
5870	0.9698748781	0.1060795424
5871	0.9698910368	0.1060672366
5872	0.9698910368	0.1060560509
5873	0.9698748781	0.106042827
5874	0.9698856506	0.1060344845
5875	0.9698856506	0.1060223556
5876	0.9698802644	0.1060104456
5877	0.9699018092	0.1059973138
5878	0.9699179679	0.1059834507
5879	0.9699179679	0.1059694145
5880	0.9699287403	0.1059540505
5881	0.9699395128	0.1059425677
5882	0.9699610576	0.1059289583
5883	0.9699395128	0.1059177728
5884	0.9699287403	0.1059042766
5885	0.969944899	0.1058926289
5886	0.9699502852	0.1058799359
5887	0.9699556714	0.1058674878
5888	0.9699502852	0.1058555403
5889	0.9699610576	0.1058433751
5890	0.969944899	0.1058313021
5891	0.9699502852	0.1058209589
5892	0.9699556714	0.1058094327
5893	0.9699664439	0.1057963442
5894	0.9699502852	0.1057823525
5895	0.9699718301	0.105770033
5896	0.9699718301	0.105759679
5897	0.969993375	0.1057499453
5898	0.969993375	0.1057355877
5899	0.9700041474	0.1057234926
5900	0.9700256923	0.1057099307
5901	0.9700310785	0.1056969313
5902	0.9700526234	0.1056850614
5903	0.9700580096	0.1056718257
5904	0.9700633958	0.1056611571
5905	0.9700580096	0.1056469887
5906	0.9700580096	0.1056355797
5907	0.9700310785	0.1056211796
5908	0.9700526234	0.1056084676
5909	0.9700580096	0.1055974797
5910	0.9700310785	0.105584278
5911	0.9700580096	0.1055706053
5912	0.9700580096	0.1055596306
5913	0.9700741682	0.1055442972
5914	0.9700795545	0.1055324107
5915	0.9700903269	0.1055204706
5916	0.9701118718	0.1055076438
5917	0.9701226442	0.1054931994
5918	0.970117258	0.1054819896
5919	0.9701280304	0.1054696025
5920	0.970117258	0.1054569958
5921	0.970117258	0.1054440355
5922	0.9701280304	0.1054317246
5923	0.9701226442	0.105420842
5924	0.9701226442	0.1054062659
5925	0.9701280304	0.1053941158
5926	0.9701226442	0.1053830024
5927	0.9701495753	0.1053720081
5928	0.9701603477	0.105359102
5929	0.9701549615	0.1053464908
5930	0.9701603477	0.1053369297
5931	0.970165734	0.1053248398
5932	0.970165734	0.1053142585
5933	0.9701765064	0.1053020516
5934	0.9701765064	0.105288934
5935	0.9701441891	0.1052769234
5936	0.9701441891	0.1052674241
5937	0.9701711202	0.105256297
5938	0.970165734	0.1052442178
5939	0.9701549615	0.1052303609
5940	0.9701549615	0.1052181967
5941	0.9701280304	0.1052084118
5942	0.9701495753	0.1051962122
5943	0.9701603477	0.1051855076
5944	0.970165734	0.1051724469
5945	0.9701872788	0.1051578419
5946	0.9701980513	0.1051457471
5947	0.9701980513	0.1051336444
5948	0.9702195961	0.1051244629
5949	0.9702519135	0.1051118251
5950	0.970241141	0.1051046945
5951	0.9702303686	0.1050942506
5952	0.9702034375	0.1050832748
5953	0.9702249824	0.105072406
5954	0.9702088237	0.1050617805
5955	0.9702303686	0.105050383
5956	0.9702680721	0.105039876
5957	0.9702626859	0.1050280004
5958	0.9702842308	0.1050174727
5959	0.9702788445	0.1050068345
5960	0.970289617	0.1049951352
5961	0.970289617	0.1049824079
5962	0.970289617	0.104970119
5963	0.970289617	0.1049583589
5964	0.9702950032	0.1049461378
5965	0.9703111619	0.104934785
5966	0.9703111619	0.1049203998
5967	0.9703165481	0.1049087383
5968	0.9703219343	0.1048973221
5969	0.970365024	0.1048863218
5970	0.9703542516	0.1048742322
5971	0.970365024	0.1048607724
5972	0.9703919551	0.1048484277
5973	0.9704027276	0.1048338204
5974	0.9704188862	0.1048216097
5975	0.9703919551	0.1048093168
5976	0.9704242725	0.104797044
5977	0.9704242725	0.1047839746
5978	0.9704404311	0.1047704823
5979	0.9704458173	0.1047606975
5980	0.9704458173	0.1047485811
5981	0.9704512036	0.1047355828
5982	0.9704727484	0.1047217318
5983	0.9704727484	0.1047077357
5984	0.970461976	0.1046932814
5985	0.970461976	0.1046823336
5986	0.9704565898	0.1046711274
5987	0.9704673622	0.1046592846
5988	0.9704889071	0.1046483099
5989	0.9705050657	0.1046366376
5990	0.9705319968	0.1046238316
5991	0.9705158382	0.1046126073
5992	0.9705158382	0.1046008633
5993	0.9705212244	0.1045908658
5994	0.9705212244	0.104579155
5995	0.9704996795	0.1045668787
5996	0.9705158382	0.1045535197
5997	0.9704781346	0.1045391028
5998	0.9705050657	0.1045264679
5999	0.970510452	0.1045137786
6000	0.9705158382	0.1045018316
6001	0.970510452	0.1044896589
6002	0.9705373831	0.1044772477
6003	0.9705643141	0.104466861
6004	0.970585859	0.1044557847
6005	0.9705966315	0.1044434153
6006	0.9705804728	0.1044301372
6007	0.9705912452	0.1044164958
6008	0.9706127901	0.1044045838
6009	0.970585859	0.1043905301
6010	0.9706127901	0.1043772613
6011	0.9706289488	0.1043640516
6012	0.9705966315	0.1043525149
6013	0.9705966315	0.1043395706
6014	0.9706181763	0.1043271171
6015	0.9706397212	0.10431449
6016	0.9706451074	0.1043055531
6017	0.9706504936	0.1042917849
6018	0.9706181763	0.1042806245
6019	0.9706397212	0.1042688276
6020	0.9706289488	0.1042566141
6021	0.9706397212	0.104244725
6022	0.9706504936	0.1042322971
6023	0.9706720385	0.1042197209
6024	0.970682811	0.1042073276
6025	0.9706774247	0.1041970515
6026	0.9706935834	0.1041849716
6027	0.9706881972	0.1041731447
6028	0.9706881972	0.1041624164
6029	0.9707151283	0.1041496599
6030	0.9707151283	0.1041406384
6031	0.9707312869	0.1041286666
6032	0.9707636042	0.1041161397
6033	0.9707636042	0.1041068132
6034	0.9707689905	0.1040980709
6035	0.9707636042	0.1040880211
6036	0.9707743767	0.1040766697
6037	0.970758218	0.1040656581
6038	0.970758218	0.1040533979
6039	0.9707797629	0.1040417011
6040	0.9707905353	0.1040338154
6041	0.9708174664	0.104023743
6042	0.970806694	0.1040108972
6043	0.9708282389	0.1039994737
6044	0.9708497837	0.1039878251
6045	0.9708982597	0.1039755441
6046	0.9709090322	0.1039601509
6047	0.9708928735	0.1039480093
6048	0.9708982597	0.1039361119
6049	0.9708982597	0.1039224083
6050	0.9709198046	0.1039107553
6051	0.9709413495	0.1038986836
6052	0.9709251908	0.1038854235
6053	0.9709467357	0.1038741697
6054	0.9709521219	0.1038618079
6055	0.9709521219	0.1038502132
6056	0.9709359632	0.1038399666
6057	0.9709521219	0.103831139
6058	0.970930577	0.103819077
6059	0.9709736668	0.1038054484
6060	0.9709736668	0.1038006604
6061	0.9709898254	0.1037898061
6062	0.9709898254	0.1037763992
6063	0.9709898254	0.103765287
6064	0.9710005979	0.1037525818
6065	0.9709736668	0.1037416786
6066	0.9709952117	0.103729376
6067	0.9710005979	0.1037181192
6068	0.9709898254	0.1037060963
6069	0.9710113703	0.1036961325
6070	0.971027529	0.1036823907
6071	0.9710221427	0.1036680306
6072	0.9710436876	0.1036577366
6073	0.9710436876	0.1036477726
6074	0.9710706187	0.103634266
6075	0.9710975498	0.103621225
6076	0.9710760049	0.1036098326
6077	0.9710813912	0.1036004408
6078	0.9710760049	0.1035877015
6079	0.9710921636	0.1035787187
6080	0.9710652325	0.1035680467
6081	0.9710813912	0.1035570155
6082	0.9710867774	0.1035428278
6083	0.9711190947	0.1035346266
6084	0.9711190947	0.1035206211
6085	0.9711352533	0.1035089887
6086	0.971151412	0.1034959178
6087	0.971151412	0.1034827526
6088	0.9711190947	0.1034701355
6089	0.9711190947	0.103455652
6090	0.9711244809	0.1034449282
6091	0.9711352533	0.1034328233
6092	0.9711244809	0.1034197898
6093	0.971102936	0.1034099097
6094	0.9711190947	0.1033986878
6095	0.9711244809	0.1033862275
6096	0.9711352533	0.1033756901
6097	0.9711190947	0.1033616993
6098	0.9711083222	0.103351465
6099	0.9711352533	0.103338347
6100	0.9711460258	0.1033286015
6101	0.9711406396	0.1033160084
6102	0.9711460258	0.1033073398
6103	0.9711244809	0.1032967485
6104	0.9711137085	0.1032847983
6105	0.9711190947	0.1032735754
6106	0.9711244809	0.1032613875
6107	0.9711352533	0.1032514269
6108	0.9711406396	0.1032400884
6109	0.971151412	0.1032286245
6110	0.9711352533	0.1032176886
6111	0.9711621844	0.1032055367
6112	0.971151412	0.1031919153
6113	0.9711621844	0.1031815777
6114	0.971151412	0.1031717205
6115	0.9711621844	0.1031595654
6116	0.9711621844	0.1031479506
6117	0.9711675707	0.1031351821
6118	0.9711783431	0.1031239321
6119	0.9711891155	0.1031111802
6120	0.9712052742	0.1030997973
6121	0.9712214328	0.1030888789
6122	0.9712429777	0.1030774252
6123	0.9711891155	0.1030627536
6124	0.9712052742	0.1030515071
6125	0.9712322053	0.103041116
6126	0.9712645226	0.1030286653
6127	0.971275295	0.1030209192
6128	0.971275295	0.1030083868
6129	0.9712860675	0.1029963135
6130	0.9712645226	0.1029854897
6131	0.9712591364	0.102974144
6132	0.971275295	0.1029648239
6133	0.9712699088	0.102951195
6134	0.9713345434	0.102940385
6135	0.9713183848	0.1029277756
6136	0.9712968399	0.1029150073
6137	0.9712968399	0.1029035313
6138	0.9713022261	0.1028925196
6139	0.9713129986	0.1028812513
6140	0.971323771	0.1028713922
6141	0.9713183848	0.1028616993
6142	0.9713129986	0.1028477429
6143	0.9713076123	0.1028384285
6144	0.9713507021	0.102824698
6145	0.9713345434	0.1028155824
6146	0.9713291572	0.1028016748
6147	0.9713560883	0.1027894762
6148	0.971372247	0.1027769754
6149	0.9713614745	0.1027685488
6150	0.971372247	0.1027561808
6151	0.971372247	0.1027468792
6152	0.971372247	0.102734209
6153	0.9714099505	0.1027212574
6154	0.9714045643	0.1027081283
6155	0.9714314954	0.1026942979
6156	0.9714422678	0.1026823575
6157	0.9714314954	0.1026698419
6158	0.9714422678	0.1026575942
6159	0.971447654	0.1026440047
6160	0.9714584265	0.1026306342
6161	0.9714422678	0.1026189677
6162	0.9714422678	0.1026086792
6163	0.9714907438	0.1025975811
6164	0.9714907438	0.1025849124
6165	0.9714907438	0.1025704532
6166	0.9715069024	0.1025567852
6167	0.9715122887	0.1025456689
6168	0.97149613	0.1025345487
6169	0.9714907438	0.1025239876
6170	0.9715230611	0.102515208
6171	0.9715392198	0.1025037393
6172	0.971544606	0.1024927228
6173	0.9715715371	0.1024795957
6174	0.9715499922	0.1024679247
6175	0.9715499922	0.1024578566
6176	0.9715499922	0.1024480264
6177	0.9715607646	0.1024383833
6178	0.9715715371	0.1024286131
6179	0.9715769233	0.1024169077
6180	0.9716038544	0.1024050103
6181	0.9716146268	0.1023924415
6182	0.9716146268	0.1023794213
6183	0.9716361717	0.1023674655
6184	0.9716307855	0.1023567546
6185	0.9716253993	0.1023440238
6186	0.9716415579	0.1023311848
6187	0.971668489	0.1023206698
6188	0.971668489	0.1023078652
6189	0.9717008063	0.1022980164
6190	0.9716954201	0.1022861796
6191	0.9716846477	0.1022753247
6192	0.9716900339	0.1022636228
6193	0.9716792614	0.1022511702
6194	0.9717008063	0.1022371839
6195	0.9717223512	0.1022246728
6196	0.9717223512	0.1022125149
6197	0.9717331236	0.1022025854
6198	0.9717438961	0.1021902849
6199	0.9717385098	0.1021786731
6200	0.9717277374	0.1021686981
6201	0.9717223512	0.1021587321
6202	0.9717277374	0.1021459903
6203	0.9717438961	0.1021364528
6204	0.9717385098	0.1021276495
6205	0.9717385098	0.1021144153
6206	0.9717708272	0.1021030926
6207	0.9717762134	0.1020919028
6208	0.9717977583	0.1020798482
6209	0.9717977583	0.1020682933
6210	0.9718085307	0.1020579143
6211	0.9718085307	0.102045123
6212	0.9718031445	0.1020344925
6213	0.9718193031	0.1020218109
6214	0.9718462342	0.1020089551
6215	0.9718031445	0.1019969209
6216	0.9718031445	0.1019843148
6217	0.9718354618	0.1019711665
6218	0.9718193031	0.1019589549
6219	0.9718139169	0.1019485688
6220	0.9718085307	0.1019356725
6221	0.9718462342	0.1019233286
6222	0.971840848	0.1019099732
6223	0.9718677791	0.1018971998
6224	0.9718516204	0.1018874519
6225	0.9718570067	0.1018769477
6226	0.9718731653	0.1018672622
6227	0.9718677791	0.1018531658
6228	0.9718677791	0.1018395855
6229	0.9718516204	0.1018266347
6230	0.9718570067	0.101812539
6231	0.9718677791	0.1018013049
6232	0.9718623929	0.1017886242
6233	0.9718570067	0.1017776208
6234	0.9718623929	0.1017665266
6235	0.9718570067	0.101754246
6236	0.9718947102	0.1017419888
6237	0.9718947102	0.1017291599
6238	0.9719162551	0.1017150745
6239	0.9719539586	0.1017053616
6240	0.971964731	0.1016940604
6241	0.9719431862	0.1016835188
6242	0.9719216413	0.1016725999
6243	0.9719377999	0.1016589909
6244	0.9719485724	0.101645431
6245	0.9719431862	0.1016338314
6246	0.9719270275	0.1016236555
6247	0.9719324137	0.1016127362
6248	0.9719485724	0.1016015829
6249	0.971964731	0.1015885219
6250	0.9719755035	0.1015772443
6251	0.9719755035	0.1015626848
6252	0.9719916621	0.1015513315
6253	0.9720024346	0.1015422743
6254	0.9719862759	0.1015319463
6255	0.9720239794	0.1015194963
6256	0.9720293657	0.1015085809
6257	0.9720670692	0.1014980065
6258	0.9720401381	0.1014863179
6259	0.9720293657	0.1014760743
6260	0.972061683	0.1014654375
6261	0.9720401381	0.1014531486
6262	0.9720778416	0.1014413228
6263	0.972061683	0.1014290266
6264	0.9720778416	0.1014174327
6265	0.9720886141	0.1014072318
6266	0.9720940003	0.1013961723
6267	0.9720832279	0.101386755
6268	0.9720886141	0.1013757727
6269	0.9720724554	0.1013666738
6270	0.9720778416	0.1013561955
6271	0.9720832279	0.101347082
6272	0.9720832279	0.1013348064
6273	0.9720670692	0.1013244654
6274	0.9720832279	0.1013127681
6275	0.9720670692	0.101302234
6276	0.972061683	0.1012910382
6277	0.9720724554	0.1012788237
6278	0.9721047727	0.1012660515
6279	0.9721101589	0.1012535449
6280	0.9721263176	0.1012411189
6281	0.9721317038	0.1012296913
6282	0.9720993865	0.1012179793
6283	0.9721047727	0.1012070876
6284	0.9721209314	0.1011939297
6285	0.9720940003	0.1011810871
6286	0.9721047727	0.1011693832
6287	0.9721047727	0.101157809
6288	0.9721640211	0.101144415
6289	0.9721640211	0.1011337997
6290	0.9721532487	0.101120833
6291	0.9721424763	0.10110711
6292	0.9721694074	0.1010972803
6293	0.9721586349	0.1010851889
6294	0.9721694074	0.1010731086
6295	0.9721747936	0.1010616347
6296	0.9721801798	0.1010524799
6297	0.9722017247	0.1010422868
6298	0.9721909522	0.1010297932
6299	0.9722017247	0.1010194692
6300	0.9722017247	0.1010090286
6301	0.9722124971	0.1009978913
6302	0.9722286558	0.1009847553
6303	0.9722178833	0.1009754404
6304	0.972234042	0.100964192
6305	0.9722232695	0.1009510846
6306	0.9722555869	0.1009389458
6307	0.9722717455	0.1009274832
6308	0.9722717455	0.1009160809
6309	0.9722663593	0.1009034079
6310	0.9722663593	0.1008934766
6311	0.9722879042	0.1008819166
6312	0.9723202215	0.1008717303
6313	0.9723202215	0.1008606996
6314	0.9723148353	0.1008472963
6315	0.972309449	0.1008367547
6316	0.9723148353	0.1008266325
6317	0.9722932904	0.1008150556
6318	0.9723309939	0.1008042992
6319	0.9723363801	0.100792631
6320	0.9723148353	0.1007813357
6321	0.972309449	0.1007709202
6322	0.972309449	0.1007599678
6323	0.9723202215	0.1007505533
6324	0.9723525388	0.1007409954
6325	0.972357925	0.1007311106
6326	0.9723256077	0.1007198095
6327	0.972309449	0.100710267
6328	0.9723417664	0.1006986058
6329	0.9723309939	0.1006877334
6330	0.9723417664	0.1006761466
6331	0.9723471526	0.1006651469
6332	0.9723471526	0.100655153
6333	0.9723740837	0.1006445936
6334	0.9723956285	0.100631728
6335	0.9723956285	0.1006207165
6336	0.9724171734	0.100610351
6337	0.9724225596	0.1006008986
6338	0.9724494907	0.1005885638
6339	0.9724602632	0.1005782843
6340	0.9724602632	0.1005700575
6341	0.9724279459	0.1005579936
6342	0.9724225596	0.1005457168
6343	0.9724225596	0.1005344413
6344	0.9724441045	0.1005232761
6345	0.9724602632	0.100511489
6346	0.9724710356	0.1004988007
6347	0.9724387183	0.1004847498
6348	0.9724602632	0.1004708247
6349	0.972454877	0.1004589195
6350	0.9724710356	0.100449836
6351	0.9724656494	0.1004392444
6352	0.972481808	0.1004274946
6353	0.9724764218	0.100414701
6354	0.9725087391	0.1004029866
6355	0.9725248978	0.1003911618
6356	0.972530284	0.1003795194
6357	0.9725141254	0.1003675836
6358	0.972530284	0.1003544531
6359	0.9725626013	0.1003423842
6360	0.9725626013	0.1003314778
6361	0.9725518289	0.1003193258
6362	0.9725572151	0.1003087119
6363	0.9725733738	0.1002985883
6364	0.9725679875	0.1002885143
6365	0.9725841462	0.1002771062
6366	0.9725895324	0.1002674056
6367	0.9726003049	0.1002551224
6368	0.9726218497	0.1002427116
6369	0.9726164635	0.1002324323
6370	0.9726164635	0.1002214502
6371	0.9726433946	0.100210171
6372	0.9726595533	0.100197437
6373	0.972654167	0.1001866029
6374	0.9726649395	0.1001749948
6375	0.9726703257	0.1001640519
6376	0.9726757119	0.1001527772
6377	0.9726757119	0.100143408
6378	0.9726864844	0.1001341268
6379	0.9726810981	0.1001217926
6380	0.9726864844	0.1001093415
6381	0.9727080292	0.1000982567
6382	0.9727080292	0.1000864052
6383	0.9727188017	0.1000790034
6384	0.9727134155	0.1000678977
6385	0.9727457328	0.1000558677
6386	0.9727726639	0.1000432249
6387	0.9727672776	0.1000304015
6388	0.9727618914	0.1000197841
6389	0.9727672776	0.1000066808
6390	0.9727565052	0.09999623656
6391	0.9727349603	0.09998447633
6392	0.9727618914	0.0999737423
6393	0.9727726639	0.09996236065
6394	0.9727618914	0.09995189494
6395	0.9727780501	0.09993856368
6396	0.9727942087	0.09992743607
6397	0.9727565052	0.09991663305
6398	0.9727618914	0.0999058877
6399	0.9727780501	0.0998941312
6400	0.9727726639	0.09988301035
6401	0.9727726639	0.09987266985
6402	0.9728049812	0.09986184012
6403	0.9727888225	0.09984781426
6404	0.9727888225	0.09983960809
6405	0.9728157536	0.09982968719
6406	0.9728103674	0.09981737707
6407	0.9728426847	0.09980646742
6408	0.9728319123	0.09979394123
6409	0.9728211398	0.09978377
6410	0.9728426847	0.09977649174
6411	0.9728372985	0.09976401055
6412	0.9728696158	0.0997542377
6413	0.9728480709	0.09974221496
6414	0.9728372985	0.09972926254
6415	0.972875002	0.09971737226
6416	0.972875002	0.09970623834
6417	0.972875002	0.09969600372
6418	0.9728911607	0.09968709978
6419	0.9728911607	0.09967601207
6420	0.9728803882	0.09966522636
6421	0.9728911607	0.09965570164
6422	0.9728911607	0.09964538757
6423	0.9729180918	0.09963359316
6424	0.9729127056	0.09962130983
6425	0.9728911607	0.09961074585
6426	0.9729288642	0.09960038195
6427	0.9729019331	0.09958802098
6428	0.9728911607	0.09957840922
6429	0.9728857745	0.09956841927
6430	0.9729180918	0.09955479648
6431	0.9729450229	0.09954509108
6432	0.9729288642	0.09953288157
6433	0.9729180918	0.09952018454
6434	0.9729127056	0.09950921184
6435	0.9729396366	0.09949892572
6436	0.9729773402	0.09948844086
6437	0.9729934988	0.09947673892
6438	0.9729881126	0.09946471315
6439	0.9729827264	0.09945555752
6440	0.972971954	0.09944600901
6441	0.9729934988	0.0994345068
6442	0.9730042713	0.09942461042
6443	0.9729988851	0.09941409076
6444	0.9730042713	0.09940363758
6445	0.9730042713	0.09939288132
6446	0.9730312024	0.09938295978
6447	0.9730365886	0.09937118924
6448	0.9730365886	0.09936012931
6449	0.9730258161	0.0993511985
6450	0.9730419748	0.0993424873
6451	0.9730419748	0.09933205432
6452	0.9730742921	0.09932070814
6453	0.9730635197	0.09930933153
6454	0.9730419748	0.09929946386
6455	0.9730365886	0.09929016773
6456	0.9730365886	0.09927973127
6457	0.973047361	0.09926633704
6458	0.9730527472	0.09925399658
6459	0.9730635197	0.09924228603
6460	0.9730742921	0.09923312963
6461	0.9730689059	0.0992236065
6462	0.9730850646	0.09921209743
6463	0.9730904508	0.09919996241
6464	0.9730796783	0.09918811741
6465	0.9730904508	0.09917717888
6466	0.9730850646	0.09916797546
6467	0.9730850646	0.09915803871
6468	0.9730904508	0.0991491582
6469	0.973095837	0.09913650796
6470	0.9731119956	0.09912503737
6471	0.9731173819	0.09911602895
6472	0.9731227681	0.0991065399
6473	0.9731389267	0.09909689689
6474	0.9731658578	0.0990856569
6475	0.9731496992	0.09907565539
6476	0.9731712441	0.09906737584
6477	0.9731496992	0.09905577655
6478	0.9731496992	0.09904704781
6479	0.9731496992	0.09903756154
6480	0.9731712441	0.09902715586
6481	0.9731874027	0.09901613879
6482	0.9732089476	0.09900524021
6483	0.9731981751	0.09899418619
6484	0.9732304925	0.09898448543
6485	0.9732143338	0.09897280082
6486	0.9732304925	0.09896137087
6487	0.9732251062	0.09895183261
6488	0.9732304925	0.09894179843
6489	0.9732251062	0.0989294943
6490	0.9732358787	0.09891843003
6491	0.9732358787	0.09890856789
6492	0.9732574236	0.09889858233
6493	0.9732304925	0.0988883727
6494	0.9732143338	0.09887797938
6495	0.9732358787	0.0988645398
6496	0.9732251062	0.09885650956
6497	0.9732251062	0.09884707501
6498	0.9732251062	0.09883492869
6499	0.9732412649	0.09882256991
6500	0.9732412649	0.09881099317
6501	0.9732466511	0.09879787529
6502	0.9732466511	0.09878493048
6503	0.9732574236	0.09877394553
6504	0.9732520373	0.09876178868
6505	0.9733005133	0.098749742
6506	0.9732735822	0.09873846474
6507	0.9732789684	0.09872521139
6508	0.9732897409	0.09871525553
6509	0.9733005133	0.0987044308
6510	0.9733112857	0.09869352082
6511	0.9733220582	0.09868271901
6512	0.9733220582	0.09867279551
6513	0.9733220582	0.09866242559
6514	0.9733489893	0.09865059671
6515	0.9733274444	0.09863718527
6516	0.9733489893	0.09862631802
6517	0.973392079	0.09861474183
6518	0.9733651479	0.09860379018
6519	0.9733813066	0.09859054721
6520	0.9733705342	0.09857915827
6521	0.9733489893	0.09856808331
6522	0.9733543755	0.09855569628
6523	0.9733489893	0.09854275665
6524	0.9733813066	0.09853015762
6525	0.9733759204	0.09852269761
6526	0.9734190101	0.09850941614
6527	0.973392079	0.09849919362
6528	0.9734567137	0.09848585373
6529	0.973440555	0.09847512138
6530	0.973440555	0.09846429675
6531	0.9734674861	0.09845280617
6532	0.9734243963	0.09844343772
6533	0.9734028515	0.09843363469
6534	0.9733974652	0.09842351764
6535	0.9734136239	0.09841154882
6536	0.973440555	0.09839940673
6537	0.9734567137	0.09838915125
6538	0.9734513274	0.09837844506
6539	0.9734728723	0.09836662147
6540	0.973489031	0.09835614148
6541	0.9734836447	0.09834395299
6542	0.9734782585	0.09833416388
6543	0.9735159621	0.0983234764
6544	0.9734944172	0.09831181063
6545	0.9735051896	0.09829942035
6546	0.9735267345	0.09828665292
6547	0.9735267345	0.09827486784
6548	0.9735051896	0.09826202813
6549	0.9735159621	0.09824752493
6550	0.9735105758	0.09823490397
6551	0.9735213483	0.09822434962
6552	0.9735105758	0.0982107589
6553	0.9735375069	0.0982015756
6554	0.9735428932	0.09818982542
6555	0.9735590518	0.09817954721
6556	0.9735590518	0.09817025182
6557	0.9735752105	0.09815793111
